; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.094519_2014-09-03.094519_gM9GBj/results/discovered_motifs/oligos_6nt_mkv4_m3/peak-motifs_oligos_6nt_mkv4_m3_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-460	-440	-450	2	2	8112	0.00025	0.00025	1.00000
-440	-420	-430	0	2	8110	0.00000	0.00025	0.99975
-420	-400	-410	0	2	8110	0.00000	0.00025	0.99975
-400	-380	-390	0	2	8110	0.00000	0.00025	0.99975
-380	-360	-370	0	2	8110	0.00000	0.00025	0.99975
-360	-340	-350	0	2	8110	0.00000	0.00025	0.99975
-340	-320	-330	6	8	8110	0.00074	0.00099	0.99975
-320	-300	-310	6	14	8104	0.00074	0.00173	0.99901
-300	-280	-290	10	24	8098	0.00123	0.00296	0.99827
-280	-260	-270	8	32	8088	0.00099	0.00394	0.99704
-260	-240	-250	18	50	8080	0.00222	0.00616	0.99606
-240	-220	-230	32	82	8062	0.00394	0.01011	0.99384
-220	-200	-210	30	112	8030	0.00370	0.01381	0.98989
-200	-180	-190	88	200	8000	0.01085	0.02465	0.98619
-180	-160	-170	144	344	7912	0.01775	0.04241	0.97535
-160	-140	-150	228	572	7768	0.02811	0.07051	0.95759
-140	-120	-130	282	854	7540	0.03476	0.10528	0.92949
-120	-100	-110	396	1250	7258	0.04882	0.15409	0.89472
-100	-80	-90	460	1710	6862	0.05671	0.21080	0.84591
-80	-60	-70	526	2236	6402	0.06484	0.27564	0.78920
-60	-40	-50	536	2772	5876	0.06607	0.34172	0.72436
-40	-20	-30	636	3408	5340	0.07840	0.42012	0.65828
-20	0	-10	620	4028	4704	0.07643	0.49655	0.57988
0	20	10	648	4676	4084	0.07988	0.57643	0.50345
20	40	30	696	5372	3436	0.08580	0.66223	0.42357
40	60	50	562	5934	2740	0.06928	0.73151	0.33777
60	80	70	534	6468	2178	0.06583	0.79734	0.26849
80	100	90	494	6962	1644	0.06090	0.85823	0.20266
100	120	110	372	7334	1150	0.04586	0.90409	0.14177
120	140	130	268	7602	778	0.03304	0.93713	0.09591
140	160	150	198	7800	510	0.02441	0.96154	0.06287
160	180	170	138	7938	312	0.01701	0.97855	0.03846
180	200	190	48	7986	174	0.00592	0.98447	0.02145
200	220	210	40	8026	126	0.00493	0.98940	0.01553
220	240	230	50	8076	86	0.00616	0.99556	0.01060
240	260	250	8	8084	36	0.00099	0.99655	0.00444
260	280	270	8	8092	28	0.00099	0.99753	0.00345
280	300	290	10	8102	20	0.00123	0.99877	0.00247
300	320	310	4	8106	10	0.00049	0.99926	0.00123
320	340	330	0	8106	6	0.00000	0.99926	0.00074
340	360	350	2	8108	6	0.00025	0.99951	0.00074
360	380	370	2	8110	4	0.00025	0.99975	0.00049
380	400	390	2	8112	2	0.00025	1.00000	0.00025
; Statistics:
; -----------
; class interval     	20
; classes            	43
; count              	8112
; sum                	-7290
; mean               	-0.898669
; median class       	[-20..0[
; var                	8.98e+03
; std                	94.7582
; min                	-443.5
; max                	390.5
; range              	834
; Host name	rsat
; Job started	2014-09-03.102143
; Job done	2014-09-03.102143
; Seconds	0.32
;	user	0.32
;	system	0.01
;	cuser	0
;	csystem	0
