; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/wwwrun/2014/09/03/peak-motifs.2014-09-03.094519_2014-09-03.094519_gM9GBj/results/discovered_motifs/oligos_7nt_mkv5_m3/peak-motifs_oligos_7nt_mkv5_m3_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-360	-340	-350	1	1	3469	0.00029	0.00029	1.00000
-340	-320	-330	0	1	3468	0.00000	0.00029	0.99971
-320	-300	-310	0	1	3468	0.00000	0.00029	0.99971
-300	-280	-290	0	1	3468	0.00000	0.00029	0.99971
-280	-260	-270	1	2	3468	0.00029	0.00058	0.99971
-260	-240	-250	5	7	3467	0.00144	0.00202	0.99942
-240	-220	-230	2	9	3462	0.00058	0.00259	0.99798
-220	-200	-210	7	16	3460	0.00202	0.00461	0.99741
-200	-180	-190	8	24	3453	0.00231	0.00692	0.99539
-180	-160	-170	18	42	3445	0.00519	0.01211	0.99308
-160	-140	-150	45	87	3427	0.01297	0.02508	0.98789
-140	-120	-130	55	142	3382	0.01585	0.04093	0.97492
-120	-100	-110	72	214	3327	0.02076	0.06169	0.95907
-100	-80	-90	96	310	3255	0.02767	0.08936	0.93831
-80	-60	-70	138	448	3159	0.03978	0.12914	0.91064
-60	-40	-50	300	748	3021	0.08648	0.21562	0.87086
-40	-20	-30	481	1229	2721	0.13866	0.35428	0.78438
-20	0	-10	588	1817	2240	0.16950	0.52378	0.64572
0	20	10	546	2363	1652	0.15739	0.68118	0.47622
20	40	30	398	2761	1106	0.11473	0.79591	0.31882
40	60	50	265	3026	708	0.07639	0.87230	0.20409
60	80	70	129	3155	443	0.03719	0.90948	0.12770
80	100	90	91	3246	314	0.02623	0.93572	0.09052
100	120	110	60	3306	223	0.01730	0.95301	0.06428
120	140	130	57	3363	163	0.01643	0.96944	0.04699
140	160	150	44	3407	106	0.01268	0.98213	0.03056
160	180	170	25	3432	62	0.00721	0.98933	0.01787
180	200	190	11	3443	37	0.00317	0.99251	0.01067
200	220	210	15	3458	26	0.00432	0.99683	0.00749
220	240	230	2	3460	11	0.00058	0.99741	0.00317
240	260	250	3	3463	9	0.00086	0.99827	0.00259
260	280	270	3	3466	6	0.00086	0.99914	0.00173
280	300	290	0	3466	3	0.00000	0.99914	0.00086
300	320	310	0	3466	3	0.00000	0.99914	0.00086
320	340	330	2	3468	3	0.00058	0.99971	0.00086
340	360	350	1	3469	1	0.00029	1.00000	0.00029
; Statistics:
; -----------
; class interval     	20
; classes            	36
; count              	3469
; sum                	-4256
; mean               	-1.22687
; median class       	[-40..-20[
; var                	4.29e+03
; std                	65.4961
; min                	-343
; max                	347
; range              	690
; Host name	rsat
; Job started	2014-09-03.102703
; Job done	2014-09-03.102703
; Seconds	0.28
;	user	0.28
;	system	0.02
;	cuser	0
;	csystem	0
